Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_87_349,VGND,li1,168.8200,250.2400,0.000216
FILLER_87_337,VGND,li1,163.3000,250.2400,0.000244
FILLER_87_335,VGND,li1,159.8500,250.2400,0.000267
FILLER_87_331,VGND,li1,158.7000,250.2400,0.000267
FILLER_87_281,VGND,li1,135.2400,250.2400,0.000346
FILLER_87_277,VGND,li1,133.6300,250.2400,0.000346
FILLER_87_269,VGND,li1,131.1000,250.2400,0.000353
FILLER_87_260,VGND,li1,125.3500,250.2400,0.000363
FILLER_87_237,VGND,li1,115.2300,250.2400,0.000371
FILLER_87_225,VGND,li1,111.7800,250.2400,0.000373
FILLER_87_223,VGND,li1,108.3300,250.2400,0.000376
FILLER_87_217,VGND,li1,106.7200,250.2400,0.000377
FILLER_87_205,VGND,li1,102.5800,250.2400,0.000380
FILLER_87_195,VGND,li1,95.4500,250.2400,0.000379
FILLER_87_169,VGND,li1,83.4900,250.2400,0.000360
FILLER_87_167,VGND,li1,82.5700,250.2400,0.000360
FILLER_87_113,VGND,li1,58.4200,250.2400,0.000261
FILLER_87_109,VGND,li1,56.3500,250.2400,0.000250
FILLER_87_97,VGND,li1,52.9000,250.2400,0.000232
FILLER_87_85,VGND,li1,47.3800,250.2400,0.000202
FILLER_87_76,VGND,li1,40.7100,250.2400,0.000164
FILLER_87_65,VGND,li1,35.8800,250.2400,0.000134
FILLER_87_57,VGND,li1,33.5800,250.2400,0.000113
FILLER_87_55,VGND,li1,31.0500,250.2400,0.000096
FILLER_87_51,VGND,li1,29.9000,250.2400,0.000096
FILLER_87_39,VGND,li1,26.2200,250.2400,0.000065
FILLER_87_27,VGND,li1,20.7000,250.2400,0.000065
FILLER_87_15,VGND,li1,15.1800,250.2400,0.000065
FILLER_87_3,VGND,li1,9.6600,250.2400,0.000065
FILLER_86_589,VGND,li1,277.1500,244.8000,0.001155
FILLER_86_586,VGND,li1,275.5400,244.8000,0.001155
FILLER_86_578,VGND,li1,273.2400,244.8000,0.001150
FILLER_86_566,VGND,li1,268.6400,244.8000,0.001138
FILLER_86_545,VGND,li1,258.0600,244.8000,0.001072
FILLER_86_533,VGND,li1,253.4600,244.8000,0.001035
FILLER_86_530,VGND,li1,249.7800,244.8000,0.001006
FILLER_86_519,VGND,li1,246.1000,244.8000,0.000987
FILLER_86_492,VGND,li1,232.3000,244.8000,0.000860
FILLER_86_475,VGND,li1,224.2500,244.8000,0.000776
FILLER_86_460,VGND,li1,217.5800,244.8000,0.000700
FILLER_86_448,VGND,li1,214.3600,244.8000,0.000682
FILLER_86_432,VGND,li1,204.7000,244.8000,0.000585
FILLER_86_406,VGND,li1,193.2000,244.8000,0.000465
FILLER_86_389,VGND,li1,185.1500,244.8000,0.000351
FILLER_86_377,VGND,li1,181.7000,244.8000,0.000324
FILLER_86_365,VGND,li1,176.1800,244.8000,0.000305
FILLER_86_356,VGND,li1,171.1200,244.8000,0.000381
FILLER_86_344,VGND,li1,166.5200,244.8000,0.000451
FILLER_86_309,VGND,li1,148.1200,244.8000,0.000719
FILLER_86_306,VGND,li1,146.7400,244.8000,0.000719
FILLER_86_278,VGND,li1,134.3200,244.8000,0.000838
FILLER_86_269,VGND,li1,129.4900,244.8000,0.000856
FILLER_86_241,VGND,li1,116.8400,244.8000,0.000898
FILLER_86_229,VGND,li1,113.6200,244.8000,0.000906
FILLER_86_209,VGND,li1,104.4200,244.8000,0.000912
FILLER_86_197,VGND,li1,98.9000,244.8000,0.000909
FILLER_86_195,VGND,li1,95.4500,244.8000,0.000904
FILLER_86_189,VGND,li1,93.8400,244.8000,0.000904
FILLER_86_123,VGND,li1,62.3300,244.8000,0.000713
FILLER_86_114,VGND,li1,58.1900,244.8000,0.000648
FILLER_86_102,VGND,li1,55.2000,244.8000,0.000623
FILLER_86_83,VGND,li1,43.9300,244.8000,0.000472
FILLER_86_62,VGND,li1,34.5000,244.8000,0.000342
FILLER_86_41,VGND,li1,27.1400,244.8000,0.000216
FILLER_86_29,VGND,li1,21.6200,244.8000,0.000182
FILLER_86_27,VGND,li1,18.1700,244.8000,0.000182
FILLER_86_15,VGND,li1,15.1800,244.8000,0.000182
FILLER_86_3,VGND,li1,9.6600,244.8000,0.000183
FILLER_85_590,VGND,li1,278.3000,244.8000,0.001162
FILLER_85_578,VGND,li1,274.1600,244.8000,0.001150
FILLER_85_558,VGND,li1,262.6600,244.8000,0.001100
FILLER_85_536,VGND,li1,252.5400,244.8000,0.001035
FILLER_85_505,VGND,li1,238.2800,244.8000,0.000905
FILLER_85_502,VGND,li1,236.9000,244.8000,0.000905
FILLER_85_495,VGND,li1,233.4500,244.8000,0.000860
FILLER_85_483,VGND,li1,230.4600,244.8000,0.000840
FILLER_85_469,VGND,li1,221.7200,244.8000,0.000755
FILLER_85_452,VGND,li1,216.2000,244.8000,0.000700
FILLER_85_433,VGND,li1,205.1600,244.8000,0.000585
FILLER_85_413,VGND,li1,196.4200,244.8000,0.000493
FILLER_85_385,VGND,li1,182.8500,244.8000,0.000324
FILLER_85_381,VGND,li1,181.7000,244.8000,0.000324
FILLER_85_369,VGND,li1,178.0200,244.8000,0.000278
FILLER_85_357,VGND,li1,172.5000,244.8000,0.000381
FILLER_85_345,VGND,li1,166.9800,244.8000,0.000451
FILLER_85_297,VGND,li1,142.6000,244.8000,0.000765
FILLER_85_275,VGND,li1,132.2500,244.8000,0.000847
FILLER_85_223,VGND,li1,108.3300,244.8000,0.000912
FILLER_85_202,VGND,li1,99.3600,244.8000,0.000909
FILLER_85_169,VGND,li1,84.1800,244.8000,0.000881
FILLER_85_156,VGND,li1,77.5100,244.8000,0.000851
FILLER_85_113,VGND,li1,58.8800,244.8000,0.000673
FILLER_85_111,VGND,li1,56.8100,244.8000,0.000648
FILLER_85_47,VGND,li1,27.3700,244.8000,0.000216
FILLER_85_18,VGND,li1,16.5600,244.8000,0.000182
FILLER_85_6,VGND,li1,11.0400,244.8000,0.000183
FILLER_84_580,VGND,li1,274.1600,239.3600,0.000940
FILLER_84_551,VGND,li1,259.6700,239.3600,0.000860
FILLER_84_547,VGND,li1,257.3700,239.3600,0.000846
FILLER_84_539,VGND,li1,255.3000,239.3600,0.000833
FILLER_84_533,VGND,li1,251.3900,239.3600,0.000801
FILLER_84_529,VGND,li1,249.5500,239.3600,0.000787
FILLER_84_492,VGND,li1,233.6800,239.3600,0.000682
FILLER_84_480,VGND,li1,229.0800,239.3600,0.000647
FILLER_84_448,VGND,li1,213.4400,239.3600,0.000526
FILLER_84_385,VGND,li1,182.8500,239.3600,0.000251
FILLER_84_377,VGND,li1,180.7800,239.3600,0.000229
FILLER_84_365,VGND,li1,176.1800,239.3600,0.000238
FILLER_84_363,VGND,li1,172.7300,239.3600,0.000264
FILLER_84_359,VGND,li1,171.5800,239.3600,0.000284
FILLER_84_347,VGND,li1,167.9000,239.3600,0.000311
FILLER_84_335,VGND,li1,162.3800,239.3600,0.000372
FILLER_84_309,VGND,li1,147.8900,239.3600,0.000491
FILLER_84_307,VGND,li1,146.9700,239.3600,0.000491
FILLER_84_269,VGND,li1,129.4900,239.3600,0.000589
FILLER_84_251,VGND,li1,121.2100,239.3600,0.000612
FILLER_84_232,VGND,li1,112.9300,239.3600,0.000633
FILLER_84_197,VGND,li1,96.6000,239.3600,0.000644
FILLER_84_188,VGND,li1,93.8400,239.3600,0.000642
FILLER_84_150,VGND,li1,75.4400,239.3600,0.000593
FILLER_84_101,VGND,li1,53.3600,239.3600,0.000456
FILLER_84_66,VGND,li1,36.3400,239.3600,0.000316
FILLER_84_53,VGND,li1,30.8200,239.3600,0.000255
FILLER_84_26,VGND,li1,17.9400,239.3600,0.000206
FILLER_84_3,VGND,li1,7.5900,239.3600,0.000217
FILLER_83_614,VGND,li1,288.4200,239.3600,0.000996
FILLER_83_590,VGND,li1,277.1500,239.3600,0.000950
FILLER_83_586,VGND,li1,276.0000,239.3600,0.000950
FILLER_83_561,VGND,li1,264.0400,239.3600,0.000885
FILLER_83_553,VGND,li1,260.1300,239.3600,0.000860
FILLER_83_547,VGND,li1,258.5200,239.3600,0.000846
FILLER_83_530,VGND,li1,249.5500,239.3600,0.000787
FILLER_83_505,VGND,li1,238.0500,239.3600,0.000715
FILLER_83_498,VGND,li1,235.9800,239.3600,0.000699
FILLER_83_486,VGND,li1,231.8400,239.3600,0.000668
FILLER_83_474,VGND,li1,226.3200,239.3600,0.000614
FILLER_83_461,VGND,li1,218.2700,239.3600,0.000566
FILLER_83_449,VGND,li1,214.8200,239.3600,0.000526
FILLER_83_444,VGND,li1,210.6800,239.3600,0.000491
FILLER_83_432,VGND,li1,207.0000,239.3600,0.000466
FILLER_83_427,VGND,li1,202.4000,239.3600,0.000436
FILLER_83_415,VGND,li1,199.1800,239.3600,0.000408
FILLER_83_405,VGND,li1,192.0500,239.3600,0.000347
FILLER_83_393,VGND,li1,189.0600,239.3600,0.000304
FILLER_83_391,VGND,li1,185.6100,239.3600,0.000282
FILLER_83_385,VGND,li1,184.0000,239.3600,0.000251
FILLER_83_373,VGND,li1,179.8600,239.3600,0.000206
FILLER_83_369,VGND,li1,175.4900,239.3600,0.000238
FILLER_83_365,VGND,li1,174.3400,239.3600,0.000264
FILLER_83_353,VGND,li1,170.6600,239.3600,0.000284
FILLER_83_345,VGND,li1,164.4500,239.3600,0.000355
FILLER_83_341,VGND,li1,163.3000,239.3600,0.000355
FILLER_83_334,VGND,li1,159.6200,239.3600,0.000388
FILLER_83_328,VGND,li1,157.0900,239.3600,0.000410
FILLER_83_316,VGND,li1,153.6400,239.3600,0.000439
FILLER_83_281,VGND,li1,135.2400,239.3600,0.000564
FILLER_83_259,VGND,li1,125.5800,239.3600,0.000598
FILLER_83_240,VGND,li1,116.1500,239.3600,0.000627
FILLER_83_234,VGND,li1,114.5400,239.3600,0.000633
FILLER_83_169,VGND,li1,83.4900,239.3600,0.000622
FILLER_83_143,VGND,li1,71.5300,239.3600,0.000567
FILLER_83_95,VGND,li1,49.4500,239.3600,0.000415
FILLER_83_91,VGND,li1,48.3000,239.3600,0.000415
FILLER_83_79,VGND,li1,44.6200,239.3600,0.000384
FILLER_83_68,VGND,li1,37.2600,239.3600,0.000316
FILLER_83_18,VGND,li1,15.1800,239.3600,0.000213
FILLER_83_3,VGND,li1,8.2800,239.3600,0.000217
FILLER_82_585,VGND,li1,275.3100,233.9200,0.001129
FILLER_82_561,VGND,li1,263.8100,233.9200,0.001078
FILLER_82_557,VGND,li1,262.6600,233.9200,0.001078
FILLER_82_526,VGND,li1,247.7100,233.9200,0.000980
FILLER_82_514,VGND,li1,244.7200,233.9200,0.000963
FILLER_82_504,VGND,li1,238.7400,233.9200,0.000920
FILLER_82_492,VGND,li1,234.6000,233.9200,0.000879
FILLER_82_480,VGND,li1,229.0800,233.9200,0.000837
FILLER_82_475,VGND,li1,224.2500,233.9200,0.000796
FILLER_82_445,VGND,li1,212.9800,233.9200,0.000685
FILLER_82_433,VGND,li1,207.4600,233.9200,0.000638
FILLER_82_421,VGND,li1,201.9400,233.9200,0.000575
FILLER_82_418,VGND,li1,198.2600,233.9200,0.000544
FILLER_82_388,VGND,li1,184.2300,233.9200,0.000359
FILLER_82_363,VGND,li1,172.7300,233.9200,0.000361
FILLER_82_359,VGND,li1,171.5800,233.9200,0.000361
FILLER_82_321,VGND,li1,154.1000,233.9200,0.000526
FILLER_82_309,VGND,li1,150.4200,233.9200,0.000542
FILLER_82_307,VGND,li1,146.9700,233.9200,0.000565
FILLER_82_273,VGND,li1,131.3300,233.9200,0.000645
FILLER_82_261,VGND,li1,128.3400,233.9200,0.000662
FILLER_82_242,VGND,li1,117.3000,233.9200,0.000692
FILLER_82_205,VGND,li1,101.6600,233.9200,0.000706
FILLER_82_185,VGND,li1,91.0800,233.9200,0.000693
FILLER_82_150,VGND,li1,75.4400,233.9200,0.000640
FILLER_82_137,VGND,li1,69.2300,233.9200,0.000610
FILLER_82_83,VGND,li1,43.9300,233.9200,0.000414
FILLER_82_74,VGND,li1,39.7900,233.9200,0.000354
FILLER_82_70,VGND,li1,38.6400,233.9200,0.000354
FILLER_82_29,VGND,li1,19.5500,233.9200,0.000167
FILLER_82_27,VGND,li1,18.1700,233.9200,0.000167
FILLER_82_15,VGND,li1,15.1800,233.9200,0.000167
FILLER_82_3,VGND,li1,9.6600,233.9200,0.000167
FILLER_81_591,VGND,li1,277.8400,233.9200,0.001145
FILLER_81_553,VGND,li1,260.5900,233.9200,0.001068
FILLER_81_517,VGND,li1,244.2600,233.9200,0.000963
FILLER_81_505,VGND,li1,240.5800,233.9200,0.000936
FILLER_81_502,VGND,li1,236.9000,233.9200,0.000904
FILLER_81_496,VGND,li1,233.9100,233.9200,0.000879
FILLER_81_488,VGND,li1,231.8400,233.9200,0.000861
FILLER_81_462,VGND,li1,218.7300,233.9200,0.000746
FILLER_81_454,VGND,li1,216.2000,233.9200,0.000723
FILLER_81_449,VGND,li1,212.2900,233.9200,0.000685
FILLER_81_439,VGND,li1,208.3800,233.9200,0.000638
FILLER_81_393,VGND,li1,186.9900,233.9200,0.000386
FILLER_81_391,VGND,li1,185.6100,233.9200,0.000359
FILLER_81_387,VGND,li1,184.4600,233.9200,0.000359
FILLER_81_375,VGND,li1,180.7800,233.9200,0.000310
FILLER_81_298,VGND,li1,142.8300,233.9200,0.000590
FILLER_81_294,VGND,li1,141.6800,233.9200,0.000600
FILLER_81_281,VGND,li1,135.7000,233.9200,0.000633
FILLER_81_268,VGND,li1,131.5600,233.9200,0.000645
FILLER_81_241,VGND,li1,116.8400,233.9200,0.000692
FILLER_81_233,VGND,li1,114.5400,233.9200,0.000696
FILLER_81_220,VGND,li1,107.6400,233.9200,0.000705
FILLER_81_146,VGND,li1,72.9100,233.9200,0.000627
FILLER_81_102,VGND,li1,52.6700,233.9200,0.000480
FILLER_81_96,VGND,li1,51.0600,233.9200,0.000480
FILLER_81_57,VGND,li1,32.2000,233.9200,0.000266
FILLER_81_52,VGND,li1,30.3600,233.9200,0.000236
FILLER_81_40,VGND,li1,24.1500,233.9200,0.000163
FILLER_81_23,VGND,li1,16.3300,233.9200,0.000167
FILLER_81_15,VGND,li1,14.2600,233.9200,0.000167
FILLER_81_3,VGND,li1,9.6600,233.9200,0.000167
FILLER_80_598,VGND,li1,281.5200,228.4800,0.001885
FILLER_80_585,VGND,li1,275.3100,228.4800,0.001857
FILLER_80_561,VGND,li1,263.8100,228.4800,0.001813
FILLER_80_553,VGND,li1,261.7400,228.4800,0.001801
FILLER_80_530,VGND,li1,249.7800,228.4800,0.001714
FILLER_80_518,VGND,li1,246.5600,228.4800,0.001660
FILLER_80_493,VGND,li1,232.5300,228.4800,0.001403
FILLER_80_468,VGND,li1,222.6400,228.4800,0.001248
FILLER_80_416,VGND,li1,197.8000,228.4800,0.000774
FILLER_80_403,VGND,li1,191.1300,228.4800,0.000639
FILLER_80_395,VGND,li1,189.0600,228.4800,0.000568
FILLER_80_370,VGND,li1,176.1800,228.4800,0.000417
FILLER_80_343,VGND,li1,163.5300,228.4800,0.000610
FILLER_80_282,VGND,li1,135.7000,228.4800,0.000894
FILLER_80_274,VGND,li1,133.4000,228.4800,0.000908
FILLER_80_230,VGND,li1,112.2400,228.4800,0.001023
FILLER_80_194,VGND,li1,95.2200,228.4800,0.001008
FILLER_80_120,VGND,li1,61.4100,228.4800,0.000774
FILLER_80_108,VGND,li1,55.4300,228.4800,0.000695
FILLER_80_102,VGND,li1,53.8200,228.4800,0.000695
FILLER_80_48,VGND,li1,30.3600,228.4800,0.000301
FILLER_80_29,VGND,li1,19.3200,228.4800,0.000235
FILLER_80_3,VGND,li1,8.7400,228.4800,0.000243
FILLER_79_585,VGND,li1,277.3800,228.4800,0.001866
FILLER_79_573,VGND,li1,271.8600,228.4800,0.001849
FILLER_79_561,VGND,li1,264.5000,228.4800,0.001813
FILLER_79_554,VGND,li1,260.5900,228.4800,0.001786
FILLER_79_548,VGND,li1,258.9800,228.4800,0.001786
FILLER_79_447,VGND,li1,211.3700,228.4800,0.001039
FILLER_79_439,VGND,li1,207.6900,228.4800,0.000942
FILLER_79_393,VGND,li1,187.6800,228.4800,0.000568
FILLER_79_391,VGND,li1,185.6100,228.4800,0.000502
FILLER_79_387,VGND,li1,184.4600,228.4800,0.000502
FILLER_79_345,VGND,li1,164.4500,228.4800,0.000582
FILLER_79_329,VGND,li1,157.0900,228.4800,0.000678
FILLER_79_281,VGND,li1,135.2400,228.4800,0.000894
FILLER_79_277,VGND,li1,133.6300,228.4800,0.000908
FILLER_79_225,VGND,li1,110.4000,228.4800,0.001029
FILLER_79_223,VGND,li1,108.3300,228.4800,0.001035
FILLER_79_169,VGND,li1,84.1800,228.4800,0.000959
FILLER_79_113,VGND,li1,57.9600,228.4800,0.000742
FILLER_79_57,VGND,li1,31.9700,228.4800,0.000339
FILLER_79_3,VGND,li1,8.7400,228.4800,0.000243
FILLER_78_601,VGND,li1,283.3600,223.0400,0.001591
FILLER_78_589,VGND,li1,279.2200,223.0400,0.001576
FILLER_78_587,VGND,li1,275.7700,223.0400,0.001564
FILLER_78_575,VGND,li1,272.7800,223.0400,0.001549
FILLER_78_563,VGND,li1,267.2600,223.0400,0.001504
FILLER_78_546,VGND,li1,256.9100,223.0400,0.001422
FILLER_78_542,VGND,li1,255.7600,223.0400,0.001422
FILLER_78_537,VGND,li1,252.7700,223.0400,0.001396
FILLER_78_533,VGND,li1,251.6200,223.0400,0.001373
FILLER_78_468,VGND,li1,222.6400,223.0400,0.001047
FILLER_78_464,VGND,li1,219.1900,223.0400,0.001017
FILLER_78_452,VGND,li1,216.2000,223.0400,0.000981
FILLER_78_448,VGND,li1,211.8300,223.0400,0.000928
FILLER_78_419,VGND,li1,198.4900,223.0400,0.000764
FILLER_78_412,VGND,li1,195.7300,223.0400,0.000709
FILLER_78_408,VGND,li1,193.4300,223.0400,0.000657
FILLER_78_396,VGND,li1,190.4400,223.0400,0.000573
FILLER_78_384,VGND,li1,184.9200,223.0400,0.000466
FILLER_78_328,VGND,li1,156.6300,223.0400,0.000627
FILLER_78_322,VGND,li1,153.8700,223.0400,0.000655
FILLER_78_318,VGND,li1,152.7200,223.0400,0.000675
FILLER_78_306,VGND,li1,146.7400,223.0400,0.000722
FILLER_78_273,VGND,li1,131.3300,223.0400,0.000841
FILLER_78_269,VGND,li1,130.1800,223.0400,0.000841
FILLER_78_233,VGND,li1,113.3900,223.0400,0.000902
FILLER_78_162,VGND,li1,80.7300,223.0400,0.000834
FILLER_78_105,VGND,li1,54.0500,223.0400,0.000574
FILLER_78_101,VGND,li1,52.9000,223.0400,0.000574
FILLER_78_83,VGND,li1,43.9300,223.0400,0.000446
FILLER_78_79,VGND,li1,42.7800,223.0400,0.000446
FILLER_78_60,VGND,li1,33.3500,223.0400,0.000313
FILLER_78_54,VGND,li1,31.7400,223.0400,0.000286
FILLER_78_25,VGND,li1,17.7100,223.0400,0.000210
FILLER_78_3,VGND,li1,8.2800,223.0400,0.000218
FILLER_77_597,VGND,li1,281.0600,223.0400,0.001584
FILLER_77_573,VGND,li1,270.4800,223.0400,0.001533
FILLER_77_561,VGND,li1,266.3400,223.0400,0.001504
FILLER_77_557,VGND,li1,262.4300,223.0400,0.001467
FILLER_77_528,VGND,li1,248.6300,223.0400,0.001342
FILLER_77_524,VGND,li1,247.4800,223.0400,0.001342
FILLER_77_512,VGND,li1,243.8000,223.0400,0.001289
FILLER_77_502,VGND,li1,236.9000,223.0400,0.001209
FILLER_77_488,VGND,li1,231.3800,223.0400,0.001164
FILLER_77_476,VGND,li1,227.2400,223.0400,0.001114
FILLER_77_464,VGND,li1,221.7200,223.0400,0.001047
FILLER_77_452,VGND,li1,216.2000,223.0400,0.000981
FILLER_77_444,VGND,li1,210.6800,223.0400,0.000906
FILLER_77_432,VGND,li1,207.0000,223.0400,0.000870
FILLER_77_411,VGND,li1,194.8100,223.0400,0.000657
FILLER_77_405,VGND,li1,193.2000,223.0400,0.000657
FILLER_77_393,VGND,li1,189.0600,223.0400,0.000573
FILLER_77_390,VGND,li1,185.3800,223.0400,0.000466
FILLER_77_364,VGND,li1,173.1900,223.0400,0.000460
FILLER_77_328,VGND,li1,156.8600,223.0400,0.000627
FILLER_77_320,VGND,li1,154.5600,223.0400,0.000655
FILLER_77_314,VGND,li1,150.4200,223.0400,0.000695
FILLER_77_279,VGND,li1,134.0900,223.0400,0.000819
FILLER_77_271,VGND,li1,132.0200,223.0400,0.000831
FILLER_77_262,VGND,li1,126.2700,223.0400,0.000865
FILLER_77_242,VGND,li1,117.7600,223.0400,0.000893
FILLER_77_167,VGND,li1,82.5700,223.0400,0.000845
FILLER_77_163,VGND,li1,81.4200,223.0400,0.000834
FILLER_77_135,VGND,li1,68.5400,223.0400,0.000741
FILLER_77_113,VGND,li1,57.7300,223.0400,0.000624
FILLER_77_81,VGND,li1,44.1600,223.0400,0.000446
FILLER_77_63,VGND,li1,34.7300,223.0400,0.000313
FILLER_77_57,VGND,li1,33.1200,223.0400,0.000286
FILLER_77_47,VGND,li1,27.3700,223.0400,0.000225
FILLER_77_41,VGND,li1,25.7600,223.0400,0.000190
FILLER_77_7,VGND,li1,8.9700,223.0400,0.000218
FILLER_77_3,VGND,li1,7.8200,223.0400,0.000218
FILLER_76_593,VGND,li1,278.5300,217.6000,0.001396
FILLER_76_589,VGND,li1,277.3800,217.6000,0.001396
FILLER_76_561,VGND,li1,264.9600,217.6000,0.001321
FILLER_76_543,VGND,li1,255.7600,217.6000,0.001251
FILLER_76_528,VGND,li1,248.6300,217.6000,0.001175
FILLER_76_520,VGND,li1,246.5600,217.6000,0.001151
FILLER_76_508,VGND,li1,241.9600,217.6000,0.001079
FILLER_76_496,VGND,li1,236.4400,217.6000,0.001019
FILLER_76_489,VGND,li1,231.3800,217.6000,0.000970
FILLER_76_477,VGND,li1,227.7000,217.6000,0.000926
FILLER_76_472,VGND,li1,223.5600,217.6000,0.000876
FILLER_76_460,VGND,li1,219.8800,217.6000,0.000832
FILLER_76_448,VGND,li1,214.3600,217.6000,0.000766
FILLER_76_426,VGND,li1,201.9400,217.6000,0.000593
FILLER_76_419,VGND,li1,198.4900,217.6000,0.000570
FILLER_76_409,VGND,li1,194.3500,217.6000,0.000517
FILLER_76_397,VGND,li1,190.9000,217.6000,0.000473
FILLER_76_376,VGND,li1,178.7100,217.6000,0.000301
FILLER_76_360,VGND,li1,172.0400,217.6000,0.000377
FILLER_76_348,VGND,li1,168.3600,217.6000,0.000416
FILLER_76_333,VGND,li1,161.4600,217.6000,0.000497
FILLER_76_309,VGND,li1,148.3500,217.6000,0.000610
FILLER_76_281,VGND,li1,135.2400,217.6000,0.000696
FILLER_76_261,VGND,li1,126.2700,217.6000,0.000746
FILLER_76_257,VGND,li1,123.9700,217.6000,0.000756
FILLER_76_253,VGND,li1,122.8200,217.6000,0.000767
FILLER_76_251,VGND,li1,121.2100,217.6000,0.000767
FILLER_76_243,VGND,li1,119.1400,217.6000,0.000774
FILLER_76_234,VGND,li1,113.3900,217.6000,0.000794
FILLER_76_197,VGND,li1,96.8300,217.6000,0.000800
FILLER_76_170,VGND,li1,84.1800,217.6000,0.000768
FILLER_76_141,VGND,li1,71.0700,217.6000,0.000700
FILLER_76_137,VGND,li1,69.2300,217.6000,0.000690
FILLER_76_94,VGND,li1,49.2200,217.6000,0.000513
FILLER_76_78,VGND,li1,42.7800,217.6000,0.000442
FILLER_76_41,VGND,li1,24.8400,217.6000,0.000189
FILLER_76_29,VGND,li1,19.7800,217.6000,0.000208
FILLER_76_18,VGND,li1,14.2600,217.6000,0.000217
FILLER_76_6,VGND,li1,8.9700,217.6000,0.000221
FILLER_75_561,VGND,li1,264.2700,217.6000,0.001321
FILLER_75_517,VGND,li1,244.7200,217.6000,0.001129
FILLER_75_505,VGND,li1,240.5800,217.6000,0.001079
FILLER_75_503,VGND,li1,237.1300,217.6000,0.001019
FILLER_75_497,VGND,li1,235.5200,217.6000,0.001019
FILLER_75_485,VGND,li1,231.3800,217.6000,0.000970
FILLER_75_473,VGND,li1,225.8600,217.6000,0.000904
FILLER_75_461,VGND,li1,220.3400,217.6000,0.000832
FILLER_75_449,VGND,li1,214.8200,217.6000,0.000766
FILLER_75_447,VGND,li1,211.3700,217.6000,0.000730
FILLER_75_439,VGND,li1,209.3000,217.6000,0.000705
FILLER_75_427,VGND,li1,204.7000,217.6000,0.000648
FILLER_75_423,VGND,li1,200.3300,217.6000,0.000593
FILLER_75_417,VGND,li1,198.7200,217.6000,0.000570
FILLER_75_405,VGND,li1,194.5800,217.6000,0.000517
FILLER_75_393,VGND,li1,189.0600,217.6000,0.000428
FILLER_75_390,VGND,li1,185.3800,217.6000,0.000401
FILLER_75_370,VGND,li1,175.9500,217.6000,0.000353
FILLER_75_358,VGND,li1,172.9600,217.6000,0.000377
FILLER_75_349,VGND,li1,166.2900,217.6000,0.000452
FILLER_75_345,VGND,li1,165.1400,217.6000,0.000452
FILLER_75_289,VGND,li1,139.3800,217.6000,0.000680
FILLER_75_274,VGND,li1,132.9400,217.6000,0.000710
FILLER_75_241,VGND,li1,116.6100,217.6000,0.000784
FILLER_75_237,VGND,li1,115.4600,217.6000,0.000784
FILLER_75_225,VGND,li1,109.7100,217.6000,0.000802
FILLER_75_222,VGND,li1,108.1000,217.6000,0.000802
FILLER_75_129,VGND,li1,65.3200,217.6000,0.000663
FILLER_75_102,VGND,li1,52.9000,217.6000,0.000557
FILLER_75_53,VGND,li1,30.5900,217.6000,0.000277
FILLER_75_37,VGND,li1,22.7700,217.6000,0.000197
FILLER_75_25,VGND,li1,17.7100,217.6000,0.000215
FILLER_75_3,VGND,li1,7.3600,217.6000,0.000221
FILLER_74_609,VGND,li1,285.8900,212.1600,0.001034
FILLER_74_598,VGND,li1,280.8300,212.1600,0.001022
FILLER_74_589,VGND,li1,277.1500,212.1600,0.001008
FILLER_74_587,VGND,li1,275.7700,212.1600,0.001008
FILLER_74_564,VGND,li1,265.6500,212.1600,0.000972
FILLER_74_556,VGND,li1,263.1200,212.1600,0.000961
FILLER_74_525,VGND,li1,247.2500,212.1600,0.000857
FILLER_74_513,VGND,li1,244.2600,212.1600,0.000843
FILLER_74_501,VGND,li1,238.7400,212.1600,0.000793
FILLER_74_489,VGND,li1,233.2200,212.1600,0.000761
FILLER_74_477,VGND,li1,227.7000,212.1600,0.000719
FILLER_74_475,VGND,li1,224.2500,212.1600,0.000682
FILLER_74_469,VGND,li1,222.6400,212.1600,0.000682
FILLER_74_457,VGND,li1,218.5000,212.1600,0.000651
FILLER_74_445,VGND,li1,212.9800,212.1600,0.000601
FILLER_74_433,VGND,li1,207.4600,212.1600,0.000568
FILLER_74_421,VGND,li1,201.9400,212.1600,0.000527
FILLER_74_417,VGND,li1,198.0300,212.1600,0.000496
FILLER_74_405,VGND,li1,194.5800,212.1600,0.000472
FILLER_74_393,VGND,li1,189.0600,212.1600,0.000431
FILLER_74_381,VGND,li1,183.5400,212.1600,0.000389
FILLER_74_373,VGND,li1,177.3300,212.1600,0.000388
FILLER_74_369,VGND,li1,176.1800,212.1600,0.000388
FILLER_74_341,VGND,li1,162.8400,212.1600,0.000670
FILLER_74_329,VGND,li1,159.6200,212.1600,0.000750
FILLER_74_288,VGND,li1,138.9200,212.1600,0.001093
FILLER_74_242,VGND,li1,117.0700,212.1600,0.001323
FILLER_74_238,VGND,li1,115.9200,212.1600,0.001323
FILLER_74_197,VGND,li1,96.3700,212.1600,0.001391
FILLER_74_139,VGND,li1,69.6900,212.1600,0.001236
FILLER_74_91,VGND,li1,47.6100,212.1600,0.000836
FILLER_74_85,VGND,li1,46.0000,212.1600,0.000836
FILLER_74_81,VGND,li1,43.4700,212.1600,0.000778
